origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
  PT1_Y11.4	chr16	69614624	5LTR	-	1	NFAT5	10725	+	intronic				0		24968937
  PT1_Y11.4	chr9	132776347	3LTR	+	2	FNBP1	23048	-	intronic				0		24968937
  PT1_Y11.4	chr19	8486960	3LTR	+	2	MARCH2	51257	+	intronic				0		24968937
  PT3_Y7.2	chr4	57776708	3LTR	+	1	REST	5978	+	intronic				0		24968937
  PT3_Y7.2	chr2	136725001	3LTR	-	1	DARS	1615	-	intronic				0		24968937
  PT1_Y11.4	chr7	104723884	3LTR	+	3	KMT2E			intronic				0		24968937
  PT1_Y11.4	chr9	34203615	3LTR	-	1	UBAP1	51271	+	intronic				0		24968937
  PT1_Y11.4	chr15	80385155	5LTR	-	1	ZFAND6	54469	+	intronic				0		24968937
  PT3_Y7.2	chr17	73458571	3LTR	+	1	TMEM94			intronic				0		24968937
  PT1_Y11.4	chr17	57174268	5LTR	+	1	TRIM37	4591	-	intronic				0		24968937
  PT4_Y12.2	chr11	72824164	3LTR	-	1	FCHSD2	9873	-	intronic				0		24968937
  PT1_Y11.4	chr3	119112469	3LTR	-	1	ARHGAP31	57514	+	intronic				0		24968937
  PT1_Y11.4	chr2	204531103	5LTR	-	1	not found				CD28	940	+	40095		24968937
  PT1_Y0.2	chr12	55258424	5LTR	+	1	not found				MUCL1	118430	+	6250		24968937
  PT1_Y11.4	chr12	53852878	5LTR	+	2	PCBP2	5094	+	intronic				0		24968937
  PT1_Y11.4	chr5	179135417	5LTR	+	1	CANX	821	+	intronic				0		24968937
  PT5_Y14.5	chr17	37988486	3LTR	-	1	IKZF3	22806	-	intronic				0		24968937
  PT1_Y0.2	chr2	213978506	5LTR	-	1	IKZF2	22807	-	intronic				0		24968937
  PT1_Y11.4	chr17	40145089	3LTR	-	1	DNAJC7	7266	-	intronic				0		24968937
  PT1_Y0.2	chr3	122189773	5LTR	+	2	KPNA1	3836	-	intronic				0		24968937
  PT3_Y7.2	chr17	47481232	3LTR	+	1	not found				PHB	5245	-	178		24968937
  PT1_Y4.8	chr8	146170620	3LTR	-	1	ZNF16	7564	-	intronic				0		24968937
  PT1_Y0.2	chr5	39079216	5LTR	+	1	not found				RICTOR	253260	-	4706		24968937
  PT1_Y4.8	chr1	101445580	5LTR	+	1	SLC30A7	148867	+	UTR3				0		24968937
  PT1_Y11.4	chr7	64464932	3LTR	+	1	ERV3-1	2086	-	intronic				0		24968937
  PT1_Y0.2	chr9	94025834	3LTR	+	1	AUH	549	-	intronic				0		24968937
  PT1_Y11.4	chr16	14308831	5LTR	+	3	MKL2	57496	+	intronic				0		24968937
  PT4_Y12.2	chr17	80260008	3LTR	+	1	not found				CD7	924	-	12738		24968937
  PT2_Y12.9	chr6	35649004	3LTR	+	1	FKBP5	2289	-	intronic				0		24968937
  PT3_Y7.2	chr12	54724415	3LTR	+	1	COPZ1	22818	+	intronic				0		24968937
  PT1_Y0.2	chr8	126012090	3LTR	+	1	SQLE	6713	+	intronic				0		24968937
  PT1_Y11.4	chr6	29990060	3LTR	-	1	ZNRD1-AS1	80862	-	ncRNA_intronic				0		24968937
  PT1_Y11.4	chr22	50306790	3LTR	+	1	ALG12	79087	-	intronic				0		24968937
  PT3_Y7.2	chr16	85951111	3LTR	-	1	IRF8	3394	+	intronic				0		24968937
  PT1_Y0.2	chr17	37039967	3LTR	-	1	LASP1	3927	+	intronic				0		24968937
  PT1_Y4.8	chr11	118636882	5LTR	+	1	DDX6	1656	-	intronic				0		24968937
  PT1_Y11.4	chr18	9212791	3LTR	-	1	ANKRD12	23253	+	intronic				0		24968937
  PT4_Y12.2	chr5	55309350	3LTR	-	1	not found				FLJ31104	441072	+	9875		24968937
  PT1_Y11.4	chr17	79825667	3LTR	-	1	ARHGDIA	396	-	UTR3				0		24968937
  PT1_Y11.4	chr16	71936703	5LTR	-	1	IST1	9798	+	intronic				0		24968937
  PT2_Y12.9	chr7	38812538	3LTR	+	1	VPS41	27072	-	intronic				0		24968937
  PT1_Y4.8	chr10	12164240	5LTR	+	1	DHTKD1	55526	+	UTR3				0		24968937
  PT1_Y11.4	chr9	78746298	3LTR	-	1	PCSK5	5125	+	intronic				0		24968937
  PT1_Y11.4	chr15	39975096	3LTR	-	3	FSIP1	161835	-	intronic				0		24968937
  PT1_Y11.4	chr15	50361227	5LTR	+	1	ATP8B4	79895	-	intronic				0		24968937
  PT1_Y11.4	chr7	24858415	5LTR	+	1	OSBPL3	26031	-	intronic				0		24968937
  PT1_Y11.4	chr17	73480401	3LTR	-	1	TMEM94			intronic				0		24968937
  PT5_Y14.5	chr6	43567531	3LTR	-	1	POLH	5429	+	intronic				0		24968937
  PT1_Y11.4	chr10	116242523	5LTR	+	1	ABLIM1	3983	-	intronic				0		24968937
  PT1_Y11.4	chr12	111861124	5LTR	-	1	SH2B3	10019	+	intronic				0		24968937
  PT1_Y11.4	chr12	12874259	3LTR	-	1	CDKN1B	1027	+	UTR3				0		24968937
  PT3_Y7.2	chr19	36141877	3LTR	-	1	COX6B1	1340	+	intronic				0		24968937
  PT5_Y14.5	chr19	37820603	3LTR	+	1	not found				HKR1	284459	+	4977		24968937
  PT3_Y7.2	chr22	39804108	3LTR	-	1	TAB1	10454	+	intronic				0		24968937
  PT1_Y4.8	chr4	154399679	5LTR	-	1	KIAA0922	23240	+	intronic				0		24968937
  PT1_Y0.2	chr11	60813127	5LTR	+	1	not found				CD6	923	+	25279		24968937
  PT1_Y11.4	chr2	86098493	3LTR	+	1	ST3GAL5	8869	-	intronic				0		24968937
  PT1_Y11.4	chr10	42365628	3LTR	-	1	not found				NONE			0		24968937
  PT1_Y11.4	chr16	14304539	5LTR	+	1	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chr3	15719842	5LTR	-	1	ANKRD28	23243	-	exonic				0		24968937
  PT1_Y11.4	chr1	226090619	5LTR	-	1	not found				LEFTY1	10637	-	13773		24968937
  PT1_Y11.4	chr15	83861252	5LTR	-	1	HDGFRP3	50810	-	intronic				0		24968937
  PT1_Y0.2	chr19	10271801	3LTR	+	1	DNMT1	1786	-	intronic				0		24968937
  PT1_Y0.2	chr17	40507103	5LTR	-	1	STAT3	6774	-	intronic				0		24968937
  PT1_Y0.2	chr8	66720962	5LTR	+	1	PDE7A	5150	-	intronic				0		24968937
  PT1_Y11.4	chr12	62959923	5LTR	-	1	MON2	23041	+	intronic				0		24968937
  PT1_Y11.4	chr2	161334916	3LTR	-	1	RBMS1	5937	-	intronic				0		24968937
  PT3_Y7.2	chr17	38793595	3LTR	+	2	SMARCE1	6605	-	intronic				0		24968937
  PT1_Y11.4	chr2	42502067	3LTR	-	2	EML4	27436	+	intronic				0		24968937
  PT3_Y0	chr19	17199823	3LTR	+	1	MYO9B	4650	+	intronic				0		24968937
  PT1_Y11.4	chr1	39748189	5LTR	-	1	MACF1	23499	+	intronic				0		24968937
  PT1_Y11.4	chr16	89384848	5LTR	+	1	ANKRD11	29123	-	intronic				0		24968937
  PT5_Y14.5	chr5	141485741	3LTR	-	1	not found				NDFIP1	80762	+	2583		24968937
  PT1_Y11.4	chr17	40508548	5LTR	+	1	STAT3	6774	-	intronic				0		24968937
  PT5_Y14.5	chr15	51218975	3LTR	+	1	AP4E1	23431	+	intronic				0		24968937
  PT5_Y14.5	chr6	32950881	3LTR	-	1	not found				BRD2	6046	+	1599		24968937
  PT1_Y11.4	chr14	39760983	3LTR	-	2	CTAGE5	4253	+	intronic				0		24968937
  PT1_Y11.4	chr19	30519876	3LTR	-	1	not found				URI1			12357		24968937
  PT1_Y0.2	chr11	246110	5LTR	-	1	PSMD13	5719	+	intronic				0		24968937
  PT1_Y0.2	chr17	38561073	5LTR	-	1	TOP2A	7153	-	exonic				0		24968937
  PT1_Y0.2	chr16	53300580	5LTR	+	1	CHD9	80205	+	intronic				0		24968937
  PT1_Y11.4	chr7	13960839	5LTR	+	1	ETV1	2115	-	intronic				0		24968937
  PT1_Y4.8	chr2	159370503	3LTR	+	1	PKP4	8502	+	intronic				0		24968937
  PT1_Y0.2	chr16	50810260	3LTR	+	1	CYLD	1540	+	intronic				0		24968937
  PT1_Y11.4	chr1	172318820	5LTR	-	1	DNM3	26052	+	intronic				0		24968937
  PT1_Y11.4	chr16	14310395	3LTR	+	4	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chr19	1017731	3LTR	-	1	TMEM259			intronic				0		24968937
  PT3_Y0	chr1	8538850	3LTR	+	1	RERE	473	-	intronic				0		24968937
  PT1_Y0.2	chr4	107146594	5LTR	-	3	TBCK	93627	-	intronic				0		24968937
  PT4_Y12.2	chr20	39891370	3LTR	-	1	ZHX3	23051	-	intronic				0		24968937
  PT1_Y4.8	chr8	17802161	3LTR	+	1	PCM1	5108	+	intronic				0		24968937
  PT3_Y0	chr11	118313028	5LTR	+	1	KMT2A			intronic				0		24968937
  PT3_Y7.2	chr6	149407304	3LTR	+	1	not found				UST	10090	+	9178		24968937
  PT1_Y11.4	chr3	69112258	5LTR	-	1	UBA3	9039	-	exonic				0		24968937
  PT3_Y7.2	chr17	80502949	3LTR	-	1	FOXK2	3607	+	intronic				0		24968937
  PT1_Y11.4	chr21	19175189	5LTR	+	1	C21orf91			intronic				0		24968937
  PT1_Y11.4	chr6	36851291	3LTR	-	1	C6orf89			intronic				0		24968937
  PT5_Y14.5	chr17	40414129	3LTR	-	1	STAT5B	6777	-	intronic				0		24968937
  PT1_Y11.4	chr16	12784054	5LTR	+	1	CPPED1	55313	-	intronic				0		24968937
  PT3_Y0	chr9	33963980	3LTR	+	1	UBAP2	55833	-	intronic				0		24968937
  PT1_Y11.4	chr19	2741344	3LTR	-	1	not found				SLC39A3	29985	-	1270		24968937
  PT1_Y11.4	chr6	135365969	3LTR	+	1	HBS1L	10767	-	intronic				0		24968937
  PT1_Y0.2	chr12	12311516	3LTR	-	1	LRP6	4040	-	intronic				0		24968937
  PT1_Y11.4	chr16	14304986	5LTR	+	2	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chrX	153682799	5LTR	-	1	not found				FAM50A	9130	+	3797		24968937
  PT1_Y11.4	chr6	20565473	3LTR	+	1	CDKAL1	54901	+	intronic				0		24968937
  PT3_Y0	chr9	33838529	3LTR	+	1	UBE2R2	54926	+	intronic				0		24968937
  PT1_Y0.2	chr4	78737281	5LTR	-	1	CNOT6L	246175	-	intronic				0		24968937
  PT1_Y11.4	chr5	68203411	5LTR	+	1	not found				LOC101928885			60157		24968937
  PT3_Y7.2	chr1	23637910	3LTR	-	1	HNRNPR	10236	-	intronic				0		24968937
  PT1_Y11.4	chr6	12097612	3LTR	-	1	HIVEP1	3096	+	intronic				0		24968937
  PT5_Y14.5	chr15	42049142	3LTR	+	1	MGA	23269	+	intronic				0		24968937
  PT1_Y0.2	chr14	35357518	3LTR	+	1	not found				BAZ1A	11177	-	12665		24968937
  PT1_Y11.4	chr5	78949174	3LTR	+	1	PAPD4	167153	+	intronic				0		24968937
  PT3_Y7.2	chr2	213988491	3LTR	+	1	IKZF2	22807	-	intronic				0		24968937
  PT4_Y12.2	chr14	51242264	3LTR	-	1	NIN	51199	-	intronic				0		24968937
  PT1_Y11.4	chr4	1319252	3LTR	+	1	MAEA	10296	+	intronic				0		24968937
  PT1_Y11.4	chr12	122974739	5LTR	+	1	ZCCHC8	55596	-	intronic				0		24968937
  PT1_Y11.4	chr1	150974678	5LTR	-	1	FAM63A	55793	-	exonic				0		24968937
  PT1_Y0.2	chr11	66409776	3LTR	-	1	RBM14-RBM4	100526737	+	intronic				0		24968937
  PT1_Y11.4	chr2	64327625	3LTR	+	1	PELI1	57162	-	exonic				0		24968937
  PT1_Y11.4	chr18	58523446	3LTR	+	1	not found				MC4R	4160	-	483445		24968937
  PT1_Y11.4	chr3	49868385	5LTR	-	2	TRAIP	10293	-	intronic				0		24968937
  PT1_Y11.4	chr1	16263305	3LTR	-	1	SPEN	23013	+	intronic				0		24968937
  PT1_Y11.4	chr16	50818659	5LTR	-	1	CYLD	1540	+	intronic				0		24968937
  PT1_Y0.2	chrX	123471546	5LTR	-	1	not found				SH2D1A	4068	+	8586		24968937
  PT3_Y7.2	chr6	136604960	3LTR	+	1	BCLAF1	9774	-	intronic				0		24968937
  PT1_Y11.4	chr10	89628791	5LTR	-	1	PTEN	5728	+	intronic				0		24968937
  PT1_Y11.4	chr15	52435273	3LTR	+	1	GNB5	10681	-	intronic				0		24968937
  PT3_Y7.2	chr16	56248982	3LTR	-	1	GNAO1	2775	+	intronic				0		24968937
  PT3_Y7.2	chr11	13703198	3LTR	+	1	FAR1	84188	+	intronic				0		24968937
  PT3_Y7.2	chr15	33162703	3LTR	-	1	FMN1	342184	-	intronic				0		24968937
  PT3_Y7.2	chr14	68756069	3LTR	+	1	RAD51B	5890	+	intronic				0		24968937
  PT1_Y11.4	chr7	152103525	5LTR	+	1	KMT2C			intronic				0		24968937
  PT3_Y7.2	chr12	39761136	3LTR	-	1	KIF21A	55605	-	intronic				0		24968937
  PT1_Y11.4	chr19	16547883	5LTR	+	1	EPS15L1	58513	-	intronic				0		24968937
  PT4_Y12.2	chr7	64842158	5LTR	-	1	ZNF92	168374	+	intronic				0		24968937
  PT1_Y0.2	chr18	13335504	3LTR	+	1	LDLRAD4			intronic				0		24968937
  PT4_Y12.2	chr4	48115976	3LTR	+	1	TXK	7294	-	intronic				0		24968937
  PT1_Y11.4	chr12	65582596	5LTR	+	1	LEMD3	23592	+	intronic				0		24968937
  PT1_Y11.4	chr6	129958010	5LTR	+	1	ARHGAP18	93663	-	intronic				0		24968937
  PT1_Y11.4	chr17	72751128	3LTR	+	1	SLC9A3R1	9368	+	intronic				0		24968937
  PT1_Y11.4	chr6	90745668	3LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT5_Y14.5	chr19	10780174	3LTR	+	1	ILF3	3609	+	intronic				0		24968937
  PT1_Y11.4	chr6	144651568	5LTR	+	1	UTRN	7402	+	intronic				0		24968937
  PT3_Y7.2	chr1	39748285	5LTR	-	1	MACF1	23499	+	intronic				0		24968937
  PT1_Y11.4	chr20	61547520	5LTR	+	1	DIDO1	11083	-	intronic				0		24968937
  PT1_Y11.4	chr9	128634321	3LTR	+	1	PBX3	5090	+	intronic				0		24968937
  PT1_Y0.2	chr2	205919644	3LTR	+	1	PARD3B	117583	+	intronic				0		24968937
  PT1_Y11.4	chr15	44962782	3LTR	-	1	PATL2	197135	-	intronic				0		24968937
  PT1_Y0.2	chr9	225382	3LTR	-	1	DOCK8	81704	+	intronic				0		24968937
  PT1_Y0.2	chr19	58292426	3LTR	-	2	not found				ZNF586	54807	+	442		24968937
  PT1_Y11.4	chr12	57068066	5LTR	-	1	PTGES3	10728	-	intronic				0		24968937
  PT1_Y11.4	chr17	75445908	5LTR	-	1	SEPT9	10801	+	intronic				0		24968937
  PT1_Y11.4	chr17	57876956	5LTR	-	2	VMP1	81671	+	intronic				0		24968937
  PT4_Y12.2	chr2	219101540	3LTR	-	1	ARPC2	10109	+	intronic				0		24968937
  PT3_Y7.2	chr10	70093547	3LTR	-	1	HNRNPH3	3189	+	intronic				0		24968937
  PT1_Y11.4	chr11	9432282	3LTR	+	1	IPO7	10527	+	intronic				0		24968937
  PT1_Y11.4	chr2	102907183	3LTR	-	1	not found				IL1RL1	9173	+	20779		24968937
  PT1_Y11.4	chr8	129655369	5LTR	-	1	not found				LINC00824			78444		24968937
  PT4_Y12.2	chr7	150429656	5LTR	-	1	GIMAP1-GIMAP5	100527949	+	intronic				0		24968937
  PT5_Y14.5	chr12	122852983	3LTR	-	1	CLIP1	6249	-	intronic				0		24968937
  PT4_Y12.2	chr7	104875224	3LTR	+	1	SRPK2	6733	-	intronic				0		24968937
  PT1_Y11.4	chr11	128312562	3LTR	-	1	not found				ETS1	2113	-	16094		24968937
  PT1_Y0.2	chr3	45761239	3LTR	+	1	SACM1L	22908	+	intronic				0		24968937
  PT3_Y7.2	chr10	106016222	3LTR	-	1	GSTO1	9446	+	intronic				0		24968937
  PT4_Y12.2	chr12	57466275	3LTR	+	1	NEMP1			intronic				0		24968937
  PT3_Y0	chr5	171496450	3LTR	+	1	STK10	6793	-	intronic				0		24968937
  PT1_Y11.4	chr18	61080947	3LTR	-	1	VPS4B	9525	-	intronic				0		24968937
  PT1_Y11.4	chr9	131718700	3LTR	-	2	NUP188	23511	+	exonic				0		24968937
  PT4_Y12.2	chr19	13270571	3LTR	-	1	not found				IER2	9592	+	4853		24968937
  PT1_Y11.4	chr5	61733172	3LTR	-	1	IPO11	51194	+	exonic				0		24968937
  PT4_Y12.2	chr13	110639972	5LTR	-	1	not found				LINC00396			65660		24968937
  PT3_Y7.2	chr6	32828370	5LTR	-	1	not found				PSMB9	5698	+	742		24968937
  PT1_Y11.4	chr1	35987614	3LTR	+	2	KIAA0319L	79932	-	intronic				0		24968937
  PT1_Y11.4	chr22	28820617	5LTR	+	1	TTC28	23331	-	intronic				0		24968937
  PT5_Y14.5	chr10	116303540	3LTR	+	1	ABLIM1	3983	-	intronic				0		24968937
  PT4_Y12.2	chr17	73388549	3LTR	+	1	GRB2	2885	-	intronic				0		24968937
  PT1_Y0.2	chr12	28436644	3LTR	+	1	CCDC91	55297	+	intronic				0		24968937
  PT1_Y11.4	chr19	1190295	3LTR	-	1	not found				STK11	6794	+	15503		24968937
  PT1_Y11.4	chr11	66987043	3LTR	+	1	KDM2A	22992	+	intronic				0		24968937
  PT1_Y11.4	chr1	52956520	3LTR	+	3	ZCCHC11	23318	-	intronic				0		24968937
  PT1_Y0.2	chr12	51031678	3LTR	-	1	DIP2B	57609	+	intronic				0		24968937
  PT1_Y11.4	chr6	90804099	5LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT1_Y11.4	chr10	112682061	3LTR	+	1	SHOC2	8036	+	intronic				0		24968937
  PT1_Y11.4	chr10	69745271	3LTR	+	1	HERC4	26091	-	intronic				0		24968937
  PT1_Y11.4	chr19	42063816	3LTR	-	1	CEACAM21	90273	+	intronic				0		24968937
  PT1_Y11.4	chr12	122998024	5LTR	-	1	RSRC2	65117	-	intronic				0		24968937
  PT1_Y11.4	chr15	66078199	3LTR	+	1	DENND4A	10260	-	intronic				0		24968937
  PT1_Y11.4	chr16	48592656	5LTR	-	1	MIR5095			ncRNA_intronic				0		24968937
  PT4_Y12.2	chr1	70696089	3LTR	+	1	SRSF11	9295	+	intronic				0		24968937
  PT1_Y11.4	chr6	165681829	5LTR	-	1	not found				C6orf118			11324		24968937
  PT1_Y11.4	chr5	55271643	3LTR	-	1	IL6ST	3572	-	intronic				0		24968937
  PT1_Y11.4	chrX	134686536	5LTR	-	1	DDX26B	203522	+	intronic				0		24968937
  PT1_Y11.4	chr7	92307560	3LTR	-	1	CDK6	1021	-	intronic				0		24968937
  PT3_Y7.2	chr8	8196283	3LTR	+	1	SGK223	157285	-	intronic				0		24968937
  PT1_Y11.4	chr17	5412334	3LTR	-	1	NLRP1	22861	-	intronic				0		24968937
  PT3_Y0	chr1	24083127	3LTR	+	1	TCEB3	6924	+	intronic				0		24968937
  PT3_Y7.2	chr22	29912302	3LTR	+	1	THOC5	8563	-	intronic				0		24968937
  PT5_Y14.5	chr6	108930644	3LTR	+	1	FOXO3	2309	+	intronic				0		24968937
  PT1_Y0.2	chrX	129500712	5LTR	-	6	SLC25A14	9016	+	intronic				0		24968937
  PT5_Y14.5	chr20	30991170	3LTR	-	1	ASXL1	171023	+	intronic				0		24968937
  PT1_Y11.4	chr17	43235665	3LTR	+	1	not found				HEXIM2	124790	+	1876		24968937
  PT1_Y11.4	chr17	28506777	5LTR	-	4	NSRP1	84081	+	intronic				0		24968937
  PT1_Y11.4	chr1	160291145	5LTR	+	1	COPA	1314	-	intronic				0		24968937
  PT3_Y7.2	chr10	64448314	3LTR	+	1	not found				ZNF365	22891	+	16543		24968937
  PT1_Y0.2	chr1	184930122	3LTR	+	1	FAM129A	116496	-	intronic				0		24968937
  PT1_Y11.4	chr22	40848614	5LTR	-	4	MKL1	57591	-	intronic				0		24968937
  PT4_Y12.2	chr5	138977164	3LTR	+	13	UBE2D2	7322	+	intronic				0		24968937
  PT1_Y11.4	chr21	47927062	5LTR	+	1	DIP2A	23181	+	intronic				0		24968937
  PT1_Y11.4	chr20	30180316	3LTR	+	1	not found				ID1	3397	+	12770		24968937
  PT1_Y11.4	chr3	196543501	3LTR	+	1	PAK2	5062	+	intronic				0		24968937
  PT1_Y11.4	chr5	31553958	3LTR	-	1	C5orf22			UTR3				0		24968937
  PT1_Y11.4	chrX	39836132	3LTR	+	1	not found				BCOR	54880	-	74367		24968937
  PT1_Y0.2	chr11	75672478	5LTR	-	1	UVRAG	7405	+	intronic				0		24968937
  PT1_Y11.4	chr8	141435876	3LTR	+	1	TRAPPC9	83696	-	intronic				0		24968937
  PT5_Y14.5	chr10	120217011	3LTR	+	2	not found				LINC00867			98296		24968937
  PT5_Y14.5	chr17	40417846	3LTR	+	1	STAT5B	6777	-	intronic				0		24968937
  PT1_Y0.2	chr8	61594573	3LTR	-	1	CHD7	55636	+	intronic				0		24968937
  PT1_Y11.4	chr17	74424884	3LTR	+	1	UBE2O	63893	-	intronic				0		24968937
  PT3_Y7.2	chr7	139826967	3LTR	-	1	KDM7A			intronic				0		24968937
  PT3_Y7.2	chr22	19803165	5LTR	-	1	GNB1L	54584	-	intronic				0		24968937
  PT1_Y0.2	chr12	899991	5LTR	+	1	WNK1	65125	+	intronic				0		24968937
  PT5_Y14.5	chr10	75193587	3LTR	-	1	not found				MSS51			268		24968937
  PT1_Y11.4	chr16	89870049	3LTR	+	1	FANCA	2175	-	intronic				0		24968937
  PT1_Y11.4	chr13	32705980	3LTR	+	2	FRY	10129	+	intronic				0		24968937
  PT1_Y0.2	chr9	36195215	5LTR	-	1	CLTA	1211	+	intronic				0		24968937
  PT4_Y12.2	chr15	91293490	3LTR	-	1	BLM	641	+	intronic				0		24968937
  PT1_Y0.2	chr8	145989631	3LTR	+	1	not found				ZNF34	80778	-	7978		24968937
  PT1_Y11.4	chr16	14308826	3LTR	+	6	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chr10	65018667	3LTR	+	2	JMJD1C	221037	-	intronic				0		24968937
  PT1_Y11.4	chr1	101445580	5LTR	+	1	SLC30A7	148867	+	UTR3				0		24968937
  PT1_Y11.4	chr20	43561095	5LTR	-	7	PABPC1L	80336	+	intronic				0		24968937
  PT1_Y11.4	chr8	126012090	3LTR	+	1	SQLE	6713	+	intronic				0		24968937
  PT1_Y11.4	chr2	192549900	5LTR	-	1	NABP1			intronic				0		24968937
  PT1_Y11.4	chr16	3916211	5LTR	+	3	CREBBP	1387	-	intronic				0		24968937
  PT1_Y0.2	chr22	51062321	5LTR	+	1	ARSA	410	-	UTR3				0		24968937
  PT1_Y11.4	chr22	30307780	3LTR	+	1	MTMR3	8897	+	intronic				0		24968937
  PT1_Y11.4	chr11	118636882	5LTR	+	6	DDX6	1656	-	intronic				0		24968937
  PT3_Y0	chr6	15603556	3LTR	+	1	DTNBP1	84062	-	intronic				0		24968937
  PT1_Y0.2	chr7	92382430	5LTR	+	2	CDK6	1021	-	intronic				0		24968937
  PT2_Y12.9	chr16	1369875	3LTR	-	1	UBE2I	7329	+	intronic				0		24968937
  PT3_Y7.2	chr14	53124840	3LTR	+	1	ERO1A			splicing				0		24968937
  PT5_Y14.5	chr1	234850415	3LTR	+	1	not found				LINC01132			9374		24968937
  PT1_Y11.4	chr18	13060399	3LTR	-	1	CEP192	55125	+	intronic				0		24968937
  PT3_Y0	chr1	67787986	3LTR	-	1	IL12RB2	3595	+	intronic				0		24968937
  PT2_Y12.9	chr9	36371871	3LTR	+	1	RNF38	152006	-	intronic				0		24968937
  PT1_Y11.4	chr3	195867998	5LTR	-	1	not found				LINC00885			1509		24968937
  PT4_Y12.2	chr1	161175189	3LTR	-	1	NDUFS2	4720	+	intronic				0		24968937
  PT4_Y12.2	chr16	2202409	3LTR	-	1	RAB26	25837	+	intronic				0		24968937
  PT1_Y11.4	chr9	133706178	5LTR	-	1	ABL1	25	+	intronic				0		24968937
  PT3_Y7.2	chr14	34660376	3LTR	+	1	not found				EGLN3	112399	-	240092		24968937
  PT1_Y11.4	chr11	97681102	3LTR	-	1	not found				CNTN5	53942	+	1210604		24968937
  PT1_Y11.4	chr21	47927057	3LTR	+	1	DIP2A	23181	+	intronic				0		24968937
  PT1_Y0.2	chr16	88650104	5LTR	+	1	ZC3H18	124245	+	intronic				0		24968937
  PT1_Y11.4	chr1	2453217	3LTR	+	1	PANK4	55229	-	exonic				0		24968937
  PT3_Y0	chr19	16510792	3LTR	+	1	EPS15L1	58513	-	intronic				0		24968937
  PT1_Y11.4	chr6	31537625	3LTR	-	1	not found				LTA	4049	+	2251		24968937
  PT1_Y11.4	chr1	93815734	5LTR	-	2	DR1	1810	+	intronic				0		24968937
  PT1_Y4.8	chr1	101370519	3LTR	-	1	SLC30A7	148867	+	intronic				0		24968937
  PT1_Y11.4	chr7	45101685	3LTR	+	1	CCM2	83605	+	intronic				0		24968937
  PT1_Y11.4	chr20	57745865	3LTR	-	1	not found				ZNF831	128611	+	20210		24968937
  PT4_Y12.2	chr6	30579798	3LTR	-	1	PPP1R10	5514	-	intronic				0		24968937
  PT1_Y11.4	chr16	14310400	5LTR	+	5	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chr7	98946277	5LTR	-	1	ARPC1A	10552	+	intronic				0		24968937
  PT1_Y11.4	chr11	64963533	3LTR	+	1	CAPN1	823	+	intronic				0		24968937
  PT1_Y11.4	chr6	17654159	5LTR	-	1	NUP153	9972	-	intronic				0		24968937
  PT1_Y11.4	chr14	64399969	3LTR	-	1	SYNE2	23224	+	intronic				0		24968937
  PT3_Y7.2	chr19	40155450	3LTR	+	1	not found				LGALS16	148003	+	4163		24968937
  PT1_Y11.4	chr1	28795546	5LTR	+	1	PHACTR4	65979	+	intronic				0		24968937
  PT1_Y11.4	chr17	73398318	3LTR	+	1	GRB2	2885	-	intronic				0		24968937
  PT1_Y0.2	chr19	10333384	3LTR	-	1	S1PR2	9294	-	UTR3				0		24968937
  PT1_Y11.4	chr16	30611843	3LTR	-	2	not found				ZNF689	115509	-	2036		24968937
  PT4_Y12.2	chr5	80383783	5LTR	-	1	RASGRF2	5924	+	intronic				0		24968937
  PT1_Y11.4	chr1	14083879	5LTR	+	4	PRDM2	7799	+	intronic				0		24968937
  PT1_Y11.4	chrX	41663816	3LTR	+	1	CASK	8573	-	intronic				0		24968937
  PT1_Y11.4	chr5	133708703	3LTR	-	2	UBE2B	7320	+	intronic				0		24968937
  PT3_Y7.2	chr3	49790921	3LTR	-	1	IP6K1	9807	-	intronic				0		24968937
  PT4_Y12.2	chr1	51707372	3LTR	-	1	RNF11	26994	+	intronic				0		24968937
  PT3_Y7.2	chr11	65414265	3LTR	+	1	SIPA1	6494	+	exonic				0		24968937
  PT1_Y11.4	chr11	65400017	5LTR	+	1	PCNXL3	399909	+	intronic				0		24968937
  PT1_Y11.4	chr4	148642310	5LTR	+	1	not found				ARHGAP10	79658	+	11143		24968937
  PT1_Y11.4	chr17	39006596	5LTR	+	1	not found				KRT12	3859	-	10834		24968937
  PT1_Y11.4	chr2	39563264	5LTR	+	1	MAP4K3	8491	-	intronic				0		24968937
  PT1_Y11.4	chr6	37432600	3LTR	+	1	CMTR1			intronic				0		24968937
  PT1_Y11.4	chr16	12784049	3LTR	+	1	CPPED1	55313	-	intronic				0		24968937
  PT1_Y0.2	chr22	45748216	3LTR	+	5	SMC1B	27127	-	intronic				0		24968937
